,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
10565,38,2,1,3,1,1,0,0,1,2,247,5,999,0,0,0
10566,35,4,0,6,0,1,0,1,3,1,614,1,999,0,0,0
10567,41,3,0,0,0,1,0,0,5,3,132,3,999,0,0,0
10568,39,4,0,1,0,1,0,1,0,1,451,4,3,1,2,0
10569,33,3,0,3,0,1,0,0,5,0,309,3,999,1,1,0
10570,45,1,2,1,1,0,0,1,0,2,185,3,999,0,0,0
10571,54,3,0,1,0,1,1,1,0,2,184,1,999,0,0,0
10572,32,2,0,6,0,1,1,1,5,0,144,1,999,0,0,0
10573,50,1,0,1,0,0,0,1,0,4,454,1,999,0,0,0
10574,40,3,0,3,1,1,1,1,0,2,777,2,999,0,0,0
10575,34,1,0,1,1,0,0,0,0,3,376,1,999,0,0,0
10576,26,3,1,0,0,0,1,1,0,3,54,1,999,1,1,0
10577,26,9,1,1,1,0,0,0,1,3,237,5,999,0,0,0
10578,52,1,0,2,0,0,1,1,8,0,44,2,999,2,1,0
10579,57,1,0,1,1,1,0,1,8,0,157,1,999,0,0,0
10580,36,0,0,0,0,1,0,1,2,1,665,3,999,0,0,0
10581,48,4,0,4,1,1,0,1,0,2,274,1,999,0,0,0
10582,29,3,0,0,0,1,1,1,2,0,472,1,999,0,0,0
10583,35,4,1,6,0,0,0,1,2,3,480,4,999,0,0,0
10584,35,4,2,4,0,0,0,0,0,4,57,10,999,0,0,0
10585,47,1,0,1,1,1,1,0,1,2,161,2,999,0,0,0
10586,23,2,1,6,0,0,1,1,8,2,343,5,999,0,0,0
10587,24,3,1,0,0,0,0,0,1,2,537,1,999,0,0,1
10588,42,10,1,0,0,1,0,1,5,3,93,3,999,0,0,0
10589,33,8,1,6,0,0,0,0,0,3,365,2,999,0,0,0
10590,28,2,1,6,0,1,0,0,1,2,355,1,999,0,0,0
10591,76,9,0,5,0,0,0,0,2,3,301,3,999,0,0,1
10592,58,2,2,6,1,0,0,1,3,0,74,2,999,0,0,0
10593,44,3,0,3,1,1,0,1,2,0,369,1,999,0,0,0
10594,43,6,1,6,1,1,1,1,2,1,92,2,999,0,0,0
10595,32,4,0,6,0,1,0,1,5,2,86,1,999,0,0,0
10596,37,10,1,3,0,1,0,1,0,1,222,1,2,1,2,0
10597,36,2,0,6,1,1,1,1,1,1,308,1,3,1,2,0
10598,59,3,0,0,1,1,0,1,2,1,85,5,999,0,0,0
10599,32,10,0,1,0,1,0,1,2,0,240,1,999,0,0,0
10600,27,2,1,6,0,0,0,1,0,4,86,1,3,1,2,0
10601,27,2,1,6,0,0,0,0,2,0,86,9,999,0,0,0
10602,29,3,1,3,1,1,0,1,2,1,714,1,999,0,0,0
10603,49,6,0,6,0,1,0,1,2,0,184,1,999,0,0,0
10604,31,3,0,3,0,1,0,1,2,3,192,1,999,0,0,0
10605,49,3,0,1,1,1,0,1,5,0,80,1,999,0,0,0
10606,30,4,1,4,0,0,0,1,2,1,136,2,999,0,0,0
10607,35,3,0,2,1,0,0,0,0,4,418,3,999,0,0,0
10608,41,3,0,2,0,1,0,1,0,4,432,1,999,0,0,0
10609,41,4,1,4,1,1,0,1,5,1,68,2,4,1,2,0
10610,28,3,2,1,0,1,1,1,2,1,214,1,999,0,0,0
10611,33,4,1,6,0,0,1,1,0,2,118,2,999,0,0,0
10612,30,3,0,3,0,0,1,1,2,2,173,1,999,0,0,0
10613,51,3,0,3,1,1,0,1,8,4,81,1,999,1,1,0
10614,55,6,2,6,0,1,0,1,5,3,159,1,999,0,0,0
10615,31,1,1,1,0,1,0,1,5,3,45,1,999,1,1,0
10616,40,2,1,6,0,1,0,1,2,0,281,1,999,0,0,0
10617,35,7,0,1,0,1,0,0,0,4,43,1,999,2,1,0
10618,42,4,0,6,0,1,1,1,3,3,111,1,999,0,0,0
10619,41,2,0,5,0,1,0,1,9,3,228,1,999,1,1,0
10620,50,1,0,1,0,1,0,1,2,1,117,1,999,0,0,0
10621,35,1,0,1,0,0,0,0,0,4,1349,5,999,0,0,1
10622,57,4,0,4,0,1,0,1,8,1,232,1,999,0,0,0
10623,40,4,0,4,1,1,0,0,0,1,251,3,999,0,0,0
10624,27,3,0,3,1,1,1,0,0,0,115,2,999,0,0,0
10625,45,4,2,4,0,1,1,1,3,4,83,2,999,0,0,0
10626,30,2,1,6,0,0,1,1,8,1,505,1,999,0,0,1
10627,48,3,0,3,0,1,0,1,2,1,97,5,999,0,0,0
10628,72,5,0,4,0,0,0,1,7,4,87,1,3,1,2,1
10629,39,10,1,6,0,0,0,1,0,4,124,1,999,0,0,0
10630,37,2,1,1,0,1,0,0,2,1,49,4,999,0,0,0
10631,29,2,0,6,0,0,0,1,0,0,90,1,999,0,0,0
10632,32,2,0,6,0,0,0,1,0,3,57,4,999,0,0,0
10633,61,5,0,3,0,1,0,0,3,4,176,2,999,0,0,0
10634,40,2,0,6,0,0,0,0,1,2,248,29,999,0,0,0
10635,43,3,0,2,1,1,0,0,0,0,286,4,999,0,0,0
10636,32,2,0,4,1,1,0,1,2,1,97,7,999,0,0,0
10637,39,4,0,5,0,1,1,1,0,4,256,1,12,1,2,0
10638,37,4,1,1,1,2,2,0,1,3,227,2,999,0,0,0
10639,48,2,2,6,1,1,0,1,3,2,67,2,999,0,0,0
10640,40,0,2,1,0,0,0,0,1,2,1449,6,999,0,0,1
10641,36,3,1,3,0,0,0,0,1,2,377,1,999,0,0,0
10642,27,3,0,3,0,0,0,0,1,1,208,1,999,0,0,0
10643,25,1,1,1,0,1,1,1,2,0,208,3,999,0,0,0
10644,41,2,2,4,0,0,0,1,0,0,16,10,999,0,0,0
10645,26,2,1,1,0,0,0,1,5,0,371,2,999,2,1,0
10646,37,3,0,1,0,0,0,0,1,3,280,1,999,0,0,0
10647,35,1,0,1,1,1,0,1,0,2,257,1,999,0,0,0
10648,46,4,2,4,0,1,1,1,3,2,22,5,999,0,0,0
10649,23,7,1,3,0,1,0,1,4,3,238,1,4,1,2,1
10650,43,4,1,4,0,2,2,0,1,2,35,3,999,0,0,0
10651,39,2,1,6,0,0,0,0,0,4,94,1,999,0,0,0
10652,35,3,0,0,0,1,0,1,0,0,386,1,999,0,0,0
10653,48,4,1,5,1,0,0,0,0,3,257,7,999,0,0,0
10654,33,3,0,3,0,1,0,1,8,0,253,3,999,2,1,0
10655,42,3,0,0,0,0,1,1,8,3,579,3,999,0,0,0
10656,36,3,0,3,0,1,1,0,0,2,55,1,999,0,0,0
10657,30,4,0,4,0,1,0,1,4,0,253,1,9,2,2,1
10658,41,4,1,6,0,1,0,1,0,3,59,4,999,0,0,0
10659,51,2,0,7,1,0,0,1,2,0,151,4,999,0,0,0
10660,29,1,2,1,0,1,0,0,0,1,157,1,999,0,0,0
10661,34,3,1,2,0,2,2,1,2,2,254,3,999,0,0,0
10662,46,2,2,6,0,0,0,0,0,4,897,1,999,0,0,1
10663,34,6,0,6,0,0,1,0,0,2,318,5,6,1,2,0
10664,23,7,0,1,0,0,0,0,0,4,35,1,999,0,0,0
10665,47,2,0,5,0,0,0,1,3,4,252,1,999,0,0,0
10666,30,2,0,6,0,1,1,0,2,1,212,2,999,0,0,0
10667,34,3,0,3,0,1,0,1,2,2,85,1,999,0,0,0
10668,45,3,1,1,0,0,0,1,0,4,358,1,999,0,0,0
10669,47,10,0,6,0,1,0,1,8,3,150,1,999,0,0,0
10670,66,7,1,0,0,1,0,1,8,3,1958,11,999,0,0,0
10671,23,1,0,3,1,1,0,1,0,0,20,6,999,0,0,0
10672,37,4,1,6,0,0,0,0,0,4,132,1,999,0,0,0
10673,32,2,0,1,0,0,0,0,1,2,103,1,999,0,0,0
10674,38,1,0,1,0,1,1,0,0,0,506,1,999,0,0,0
10675,35,4,0,4,0,1,1,0,1,0,329,4,999,0,0,0
10676,35,2,1,0,1,0,0,0,0,0,95,3,999,0,0,0
10677,49,3,0,0,1,0,0,0,0,1,190,1,999,0,0,0
10678,42,4,2,4,0,1,1,1,3,0,692,2,999,0,0,0
10679,34,6,0,6,0,1,0,0,0,3,118,1,999,0,0,0
10680,48,2,2,6,0,0,0,0,1,1,418,2,999,0,0,0
10681,54,4,0,2,0,1,0,1,2,3,823,1,999,0,0,0
10682,30,3,1,3,0,1,0,1,2,0,235,3,999,0,0,0
10683,45,3,0,0,1,1,0,1,8,3,479,1,999,1,1,0
10684,56,3,0,0,1,0,0,0,0,0,136,1,999,0,0,0
10685,35,3,0,3,0,0,1,0,1,4,188,1,999,0,0,0
10686,41,3,1,3,0,1,1,1,0,2,366,1,999,0,0,0
10687,46,3,0,3,0,1,0,1,0,2,113,1,999,0,0,0
10688,40,4,2,6,0,0,0,1,3,1,207,3,999,0,0,0
10689,34,2,1,1,0,1,0,1,0,4,655,2,999,0,0,1
10690,40,0,0,0,1,1,0,0,1,4,30,4,999,0,0,0
10691,32,3,0,0,0,1,0,1,0,0,200,2,999,0,0,0
10692,31,4,1,6,0,0,0,1,3,2,118,1,999,0,0,0
10693,30,3,1,5,0,1,0,0,1,3,400,1,999,0,0,0
10694,50,6,0,2,0,0,0,1,8,4,324,4,999,0,0,0
10695,34,2,0,6,1,1,0,1,3,1,148,1,999,0,0,0
10696,49,7,0,4,0,0,0,1,1,4,317,1,999,0,0,0
10697,45,8,0,1,0,0,0,1,0,4,374,1,999,1,1,1
10698,31,2,1,6,0,0,0,1,7,3,275,2,999,0,0,0
10699,44,6,0,6,0,0,0,0,0,2,158,2,999,0,0,0
10700,36,3,1,2,1,1,0,0,0,3,275,1,999,0,0,0
10701,54,3,0,2,1,0,0,1,5,2,300,5,999,1,1,0
10702,31,4,1,6,0,0,0,1,2,3,200,4,999,1,1,1
10703,21,7,1,1,0,1,0,0,3,1,172,2,999,0,0,0
10704,30,1,0,3,0,1,0,1,5,3,326,1,999,0,0,0
10705,29,2,0,6,0,1,1,1,2,3,166,1,999,0,0,0
10706,48,3,1,0,0,0,1,1,2,1,271,1,999,0,0,0
10707,46,3,0,5,1,0,0,0,0,1,131,1,999,0,0,0
10708,44,5,2,4,0,1,0,1,5,0,231,1,999,0,0,0
10709,30,4,0,4,0,1,0,1,2,0,41,2,999,0,0,0
10710,32,2,0,6,0,0,0,1,0,0,166,3,12,2,1,0
10711,42,1,2,2,0,1,0,0,0,3,1074,1,999,0,0,1
10712,39,3,0,3,0,1,0,0,0,1,29,1,999,0,0,0
10713,53,1,2,1,0,1,0,1,5,1,233,1,999,0,0,0
10714,24,3,0,3,0,0,0,0,2,0,171,1,999,0,0,0
10715,47,3,0,0,1,1,1,1,2,3,114,1,999,0,0,0
10716,38,2,0,1,0,2,2,1,0,0,22,3,999,0,0,0
10717,34,2,1,6,0,0,0,0,4,1,135,1,999,0,0,1
10718,40,4,0,1,0,1,0,1,5,2,118,1,999,0,0,0
10719,23,2,1,4,0,1,0,1,2,2,429,1,999,0,0,0
10720,33,4,0,4,0,1,0,0,3,4,58,1,999,0,0,0
10721,40,10,0,2,1,0,0,0,1,3,85,2,999,0,0,0
10722,36,1,0,1,0,0,0,0,0,1,158,1,999,0,0,0
10723,58,5,0,1,0,1,0,1,2,2,124,1,999,0,0,0
10724,28,4,1,4,0,1,0,1,0,0,77,1,999,1,1,0
10725,38,4,2,4,0,1,1,1,0,1,351,2,999,1,1,0
10726,37,3,1,4,0,1,0,1,3,2,100,1,999,0,0,0
10727,35,1,2,1,0,1,0,0,1,3,74,1,999,0,0,0
10728,48,3,0,3,1,0,0,1,3,3,106,2,999,0,0,0
10729,41,10,0,6,0,1,0,0,0,2,1138,1,999,0,0,1
10730,44,4,1,4,0,0,0,0,0,4,182,3,999,0,0,0
10731,40,2,2,1,0,1,0,1,2,1,193,6,999,0,0,0
10732,36,2,0,4,0,1,1,1,0,4,89,1,999,0,0,0
10733,36,2,0,1,0,0,0,0,1,4,355,4,999,0,0,0
10734,47,4,2,1,0,0,1,1,2,3,417,5,999,0,0,0
10735,44,2,0,6,1,1,0,0,0,0,188,1,999,0,0,0
10736,28,10,0,6,0,0,0,0,0,2,152,1,999,0,0,0
10737,32,2,0,1,0,1,1,1,3,1,711,3,999,0,0,0
10738,46,2,0,1,0,1,0,0,1,4,7,3,999,0,0,0
10739,19,11,1,0,0,1,0,1,0,3,220,1,999,1,1,0
10740,46,2,0,1,0,1,0,1,8,0,166,5,999,4,1,0
10741,31,3,0,3,0,0,0,1,8,3,104,1,999,1,1,0
10742,28,1,0,1,0,1,1,0,0,0,114,2,999,0,0,0
10743,24,1,1,4,0,1,0,1,2,2,349,1,999,0,0,0
10744,27,4,1,3,1,0,0,1,2,4,171,7,999,0,0,0
10745,45,3,2,3,0,1,0,0,0,2,193,1,999,0,0,0
10746,34,2,1,6,0,0,0,1,5,3,169,1,7,2,2,1
10747,55,2,2,5,1,1,0,1,0,0,105,1,999,0,0,0
10748,31,4,0,4,1,1,1,1,3,0,67,2,999,0,0,0
10749,30,4,0,4,0,1,1,0,2,0,123,4,999,0,0,0
10750,35,4,2,4,0,0,0,1,0,1,301,1,999,1,1,0
10751,33,6,0,6,0,0,0,0,0,0,405,3,999,0,0,0
10752,18,11,1,1,0,0,0,0,5,3,75,1,999,0,0,0
10753,60,5,0,2,0,1,1,0,8,0,384,5,999,0,0,0
10754,45,3,0,0,1,0,0,0,0,3,179,2,999,0,0,0
10755,50,0,2,0,0,0,0,0,9,1,57,1,999,0,0,0
10756,37,4,1,4,0,0,0,0,0,0,21,5,999,0,0,0
10757,43,7,0,1,0,1,0,0,0,2,585,3,999,0,0,0
10758,36,3,1,0,0,1,0,1,0,3,279,1,999,1,1,0
10759,33,4,0,3,0,0,0,0,1,0,76,1,999,0,0,0
10760,46,4,0,4,0,1,0,1,5,0,110,1,999,1,1,0
10761,36,1,0,1,1,0,0,0,0,1,162,1,999,0,0,0
10762,54,2,0,4,0,0,0,1,5,1,1868,2,10,1,2,1
10763,36,2,1,6,0,1,0,1,2,3,33,33,999,0,0,0
10764,55,5,2,1,0,0,0,1,2,0,609,6,999,0,0,0
10765,48,3,2,0,1,2,2,0,1,3,583,1,999,0,0,0
10766,48,6,0,6,0,1,0,0,1,3,141,1,999,0,0,0
10767,30,2,0,6,0,1,0,0,0,4,355,2,999,0,0,0
10768,52,4,2,6,0,0,0,0,1,0,184,3,999,0,0,0
10769,32,11,1,6,0,0,0,0,0,0,258,1,999,0,0,0
10770,51,3,0,2,1,2,2,0,0,0,167,1,999,0,0,0
10771,48,1,0,1,0,0,0,1,0,3,388,2,999,0,0,0
10772,41,10,0,0,0,1,0,0,2,4,89,2,999,0,0,0
10773,58,1,0,0,0,0,0,0,0,4,226,1,999,0,0,0
10774,33,4,2,4,0,1,0,1,2,0,72,4,999,0,0,0
10775,34,2,1,6,0,0,0,1,0,0,75,5,999,0,0,0
10776,35,4,2,4,0,0,0,1,2,1,77,4,999,0,0,0
10777,45,4,0,4,1,1,0,1,3,3,360,5,999,0,0,0
10778,37,6,0,6,1,0,0,1,3,2,168,2,999,0,0,0
10779,35,3,0,2,0,0,1,1,2,1,92,4,999,0,0,0
10780,36,4,0,6,0,0,0,0,1,0,1093,1,999,0,0,1
10781,36,3,0,2,1,0,0,1,0,2,54,1,999,2,1,0
10782,31,2,2,6,0,0,0,1,7,0,248,4,999,0,0,1
10783,46,4,2,6,0,0,0,0,1,4,1288,3,999,0,0,0
10784,42,4,1,4,0,1,0,1,5,4,91,2,999,0,0,0
10785,41,2,0,2,1,0,0,1,8,1,226,2,999,0,0,0
10786,50,2,0,6,0,1,0,1,3,0,166,2,999,0,0,0
10787,40,3,0,2,1,1,0,0,8,0,534,1,999,0,0,0
10788,58,2,0,5,1,0,0,0,1,3,292,1,999,0,0,0
10789,26,4,1,6,0,0,0,1,9,4,374,1,999,0,0,1
10790,36,2,1,6,0,1,0,1,3,1,245,1,999,0,0,0
10791,48,1,0,0,1,1,0,1,3,1,1000,3,999,0,0,1
10792,50,4,0,6,0,1,0,1,7,4,809,1,999,0,0,1
10793,60,5,0,2,1,0,0,1,2,4,95,1,999,0,0,0
10794,54,4,0,6,1,0,0,1,0,4,56,5,999,0,0,0
10795,56,3,0,0,1,0,0,0,0,4,214,3,999,0,0,0
10796,30,2,0,6,0,1,0,1,0,1,358,1,999,0,0,0
10797,34,4,2,4,0,1,1,1,8,4,180,2,999,1,1,0
10798,35,2,0,1,1,0,0,0,1,4,238,3,999,0,0,0
10799,35,1,2,6,0,1,0,1,0,0,215,1,999,0,0,0
10800,52,3,0,3,0,0,0,1,2,0,1434,5,999,0,0,0
10801,39,4,2,4,0,1,0,1,3,4,445,3,999,0,0,0
10802,51,4,0,4,1,1,1,1,3,0,273,1,999,0,0,0
10803,35,3,1,3,1,0,0,0,0,2,395,2,999,0,0,0
10804,41,3,0,0,0,0,0,1,5,3,136,1,999,0,0,0
10805,61,2,0,6,0,1,0,1,1,2,151,1,999,0,0,0
10806,62,4,0,5,0,1,0,1,2,0,248,1,999,2,1,1
10807,51,4,0,6,1,1,1,1,2,2,89,1,999,0,0,0
10808,35,2,0,6,0,1,0,1,3,4,417,1,999,0,0,0
10809,60,5,0,0,1,1,1,1,3,0,115,3,999,0,0,0
10810,36,2,1,1,0,1,0,1,8,4,413,2,999,0,0,0
10811,47,2,0,1,0,0,0,1,5,4,21,3,999,1,1,0
10812,29,4,1,4,0,1,0,1,0,2,231,2,999,0,0,0
10813,58,3,0,3,0,1,0,1,0,4,77,4,999,0,0,0
10814,49,2,2,6,0,1,0,1,8,3,347,3,999,0,0,0
10815,36,8,0,6,0,0,0,0,0,4,71,1,999,0,0,0
10816,43,2,2,6,0,1,0,1,1,1,418,1,999,0,0,0
10817,39,6,1,1,1,0,0,1,5,1,714,1,999,1,1,0
10818,31,4,1,1,0,1,1,1,3,1,768,1,999,0,0,1
10819,50,8,0,6,0,1,0,0,1,1,157,1,999,0,0,0
10820,47,10,0,6,0,1,0,0,1,0,580,3,999,0,0,0
10821,34,3,0,3,1,0,0,1,0,3,728,2,999,0,0,0
10822,53,2,0,3,0,1,1,0,0,3,548,1,999,0,0,0
10823,32,10,0,6,0,0,0,1,5,3,73,4,999,0,0,0
10824,28,2,0,1,0,1,0,1,5,2,158,1,999,0,0,0
10825,29,2,0,1,0,1,0,1,5,2,85,1,999,1,1,0
10826,35,3,2,3,0,0,0,1,0,4,409,1,999,1,1,1
10827,45,3,0,3,1,0,0,0,0,0,129,3,999,0,0,0
10828,44,2,2,1,0,0,0,1,2,1,573,5,999,0,0,1
10829,44,3,2,3,0,0,0,0,2,2,161,2,999,0,0,0
10830,32,4,0,5,0,1,0,1,2,4,107,2,999,0,0,0
10831,49,3,0,2,1,1,0,0,1,2,81,3,999,0,0,0
10832,27,4,2,5,1,0,0,1,0,4,184,4,999,0,0,0
10833,31,2,0,6,0,1,1,1,3,3,12,5,999,0,0,0
10834,43,2,0,6,0,0,0,0,0,4,129,3,999,0,0,0
10835,48,10,0,6,1,1,0,1,5,0,694,2,999,0,0,0
10836,43,2,0,6,0,1,1,0,0,2,37,3,999,0,0,0
10837,34,3,1,1,0,1,0,1,2,0,435,2,999,0,0,0
10838,31,11,1,5,1,0,1,1,8,3,246,1,999,1,1,0
10839,29,1,1,1,0,0,0,1,1,2,725,2,3,1,2,1
10840,34,3,0,3,0,1,0,0,0,2,172,1,999,0,0,0
10841,54,2,0,1,0,1,1,0,0,3,171,2,999,0,0,0
10842,57,5,0,0,0,1,0,0,0,0,546,12,999,0,0,0
10843,45,3,0,2,0,1,1,1,3,3,425,2,999,0,0,0
10844,32,3,0,3,0,0,0,1,2,3,176,1,999,0,0,0
10845,39,4,1,6,0,1,0,1,3,0,112,1,999,0,0,0
10846,31,4,0,1,0,1,0,0,2,4,111,1,999,0,0,0
10847,45,3,0,3,1,0,0,0,0,2,22,4,999,0,0,0
10848,45,4,0,4,0,1,1,1,3,2,136,6,999,0,0,0
10849,43,2,2,4,0,1,0,0,5,1,55,2,999,0,0,0
10850,57,3,2,5,1,0,0,0,1,0,68,1,999,0,0,0
10851,53,3,0,2,1,1,0,1,0,2,659,1,999,0,0,1
10852,31,1,0,1,1,0,0,0,1,3,447,2,999,0,0,0
10853,36,4,1,5,0,1,0,1,2,1,1046,2,999,0,0,0
10854,58,1,0,1,1,0,0,1,2,3,224,1,999,0,0,0
10855,40,4,2,4,0,0,1,1,3,3,49,22,999,0,0,0
10856,38,6,0,1,0,1,0,0,0,3,224,1,999,0,0,0
10857,37,2,1,6,0,1,0,0,0,0,168,5,999,0,0,0
10858,55,3,0,3,0,1,0,0,0,2,55,1,999,0,0,0
10859,45,7,0,2,1,0,0,1,2,2,91,3,999,0,0,0
10860,26,3,0,3,0,0,0,1,2,4,199,1,999,0,0,0
10861,53,3,0,0,0,0,0,1,3,2,165,2,999,0,0,0
10862,46,2,2,6,0,1,1,0,0,1,230,1,999,0,0,0
10863,44,3,0,0,1,0,0,1,0,2,388,1,999,0,0,0
10864,27,1,0,6,0,0,0,1,0,1,223,1,999,0,0,0
10865,55,2,2,1,0,0,0,0,1,2,148,2,999,0,0,0
10866,34,6,0,5,0,1,0,0,0,4,181,16,999,0,0,0
10867,41,2,0,6,1,1,0,1,0,4,114,2,999,0,0,0
10868,34,2,3,6,0,0,0,1,0,0,257,1,999,0,0,0
10869,35,1,0,1,0,0,0,1,8,0,226,2,999,0,0,0
10870,29,3,0,0,0,1,0,1,5,0,127,1,999,0,0,0
10871,45,1,0,2,0,0,0,1,0,1,207,1,999,1,1,0
10872,38,2,0,1,0,1,0,1,5,0,136,1,999,1,1,0
10873,55,2,2,6,0,1,0,0,0,0,38,4,999,0,0,0
10874,28,2,1,1,0,0,0,1,2,0,154,1,999,0,0,0
10875,36,2,1,6,0,0,0,1,3,2,82,1,999,0,0,0
10876,42,2,2,1,0,1,0,1,0,3,304,1,999,1,1,0
10877,43,2,0,1,0,1,0,1,0,1,152,3,999,1,1,0
10878,28,2,0,1,0,1,0,1,0,2,1073,1,999,0,0,1
10879,33,2,2,6,0,1,0,1,3,1,55,2,999,0,0,0
10880,36,2,0,1,1,1,1,1,0,0,47,4,999,0,0,0
10881,25,1,1,1,0,0,0,0,1,2,297,3,999,0,0,0
10882,33,4,1,4,0,1,0,1,3,4,436,2,999,0,0,0
10883,40,3,0,0,0,1,1,0,2,0,40,5,999,0,0,0
10884,35,2,1,1,0,0,0,1,0,1,147,4,999,1,1,0
10885,41,10,0,3,0,1,0,0,0,3,483,2,999,0,0,0
10886,44,1,2,1,0,0,0,1,2,4,238,3,999,0,0,0
10887,34,2,1,6,0,1,0,1,8,0,305,2,999,0,0,0
10888,57,3,0,3,1,0,1,1,5,4,150,2,999,0,0,0
10889,47,4,2,4,0,1,0,1,2,4,239,1,999,0,0,0
10890,36,2,0,6,0,0,0,0,0,1,54,3,999,0,0,0
10891,37,2,2,1,1,1,1,0,0,2,354,5,999,0,0,0
10892,56,0,2,0,1,0,0,0,0,1,115,1,999,0,0,0
10893,54,6,2,6,0,1,1,0,0,2,39,1,999,1,1,0
10894,53,4,0,4,1,1,1,1,2,4,264,2,999,0,0,0
10895,32,3,0,0,0,0,0,1,5,1,132,2,999,0,0,0
10896,30,4,0,6,0,0,0,1,5,3,85,1,999,0,0,0
10897,42,2,1,6,0,0,0,1,3,4,361,2,999,0,0,0
10898,31,4,0,4,1,1,1,0,3,3,31,1,999,0,0,0
10899,42,1,0,4,0,1,1,1,5,2,120,1,999,0,0,0
10900,27,2,1,1,0,1,0,1,2,3,130,1,999,0,0,0
10901,38,2,2,1,0,1,0,1,5,4,321,1,999,0,0,0
10902,37,2,0,2,0,0,0,0,1,4,126,14,999,0,0,0
10903,35,3,2,0,0,1,1,0,0,2,433,3,999,0,0,0
10904,39,4,1,4,0,1,0,1,0,1,256,1,999,1,1,0
10905,32,3,0,3,1,0,0,1,0,1,548,2,999,0,0,1
10906,45,3,2,1,1,1,1,1,2,3,112,1,999,0,0,0
10907,38,1,1,1,0,1,0,0,0,3,685,2,999,0,0,0
10908,31,2,0,1,0,0,0,0,2,1,99,5,999,0,0,0
10909,36,6,0,6,0,1,0,1,3,0,99,1,999,0,0,0
10910,41,8,0,6,0,2,2,0,6,2,595,1,999,0,0,1
10911,42,2,0,1,0,1,0,1,0,3,160,1,999,0,0,0
10912,45,2,0,6,0,1,0,0,2,3,91,1,999,0,0,0
10913,43,6,0,5,0,0,1,1,2,0,86,2,999,0,0,0
10914,41,3,1,3,1,0,0,1,5,4,643,3,999,0,0,0
10915,56,4,0,0,1,0,0,0,0,4,95,1,999,0,0,0
10916,35,2,1,6,0,0,0,1,2,4,391,5,4,1,2,1
10917,54,1,0,5,0,0,0,0,0,0,400,1,999,0,0,0
10918,32,2,1,1,0,1,0,0,2,4,143,3,999,0,0,0
10919,28,2,1,6,0,1,0,1,2,4,106,2,999,0,0,0
10920,35,2,0,4,0,1,1,0,0,4,95,2,999,0,0,0
10921,40,3,0,3,1,0,1,1,2,4,49,1,999,0,0,0
10922,46,3,1,2,1,1,0,1,0,3,304,3,999,0,0,0
10923,42,2,0,1,1,0,1,1,2,3,141,5,999,0,0,0
10924,31,2,1,6,0,1,0,1,5,3,239,2,999,0,0,0
10925,39,6,0,1,0,0,0,1,5,1,361,2,999,0,0,0
10926,46,3,0,4,0,0,0,0,3,0,255,3,999,0,0,0
10927,50,10,0,3,0,1,0,0,0,0,331,5,999,0,0,1
10928,58,6,0,6,0,0,0,1,0,0,248,1,999,1,1,0
10929,26,2,1,1,0,1,0,0,1,0,223,2,999,0,0,0
10930,43,6,0,6,0,1,0,1,3,1,343,7,999,0,0,0
10931,38,3,0,3,0,1,0,1,0,4,75,1,999,0,0,0
10932,41,3,0,3,0,1,0,0,1,0,119,3,999,0,0,0
10933,38,1,1,1,1,1,0,1,2,1,204,3,999,0,0,0
10934,82,5,2,0,0,1,1,1,8,0,125,2,999,0,0,1
10935,34,3,0,3,0,0,1,1,0,4,763,1,999,0,0,1
10936,55,6,0,6,0,1,0,1,2,3,1341,7,999,0,0,1
10937,48,3,0,3,0,1,0,1,3,0,9,6,999,0,0,0
10938,31,10,2,1,0,1,0,0,0,3,1120,2,999,0,0,1
10939,58,2,1,6,0,0,0,1,3,2,113,5,999,0,0,0
10940,59,5,2,0,0,1,0,0,0,2,112,3,999,0,0,0
10941,35,4,0,2,0,0,0,0,0,2,104,2,999,0,0,0
10942,38,3,0,0,0,0,0,0,2,1,150,1,999,0,0,0
10943,43,2,0,6,0,0,0,1,3,2,420,1,999,0,0,0
10944,40,3,0,0,1,1,0,1,2,3,123,1,999,0,0,0
10945,31,2,1,6,0,0,0,1,3,3,116,3,999,0,0,0
10946,31,1,0,4,0,0,0,1,5,3,627,3,999,0,0,0
10947,35,2,1,4,0,1,0,1,5,4,92,3,999,4,1,0
10948,34,1,0,1,0,0,0,0,2,3,733,1,999,0,0,0
10949,46,3,0,4,0,0,0,0,0,3,116,2,999,0,0,0
10950,54,4,0,4,1,1,0,1,3,1,70,1,999,0,0,0
10951,35,3,1,1,0,1,0,0,0,2,245,3,999,0,0,0
10952,55,1,0,3,0,0,0,1,3,2,76,13,999,0,0,0
10953,31,2,1,6,0,1,0,1,5,3,230,1,999,0,0,0
10954,24,3,1,5,0,0,1,1,1,0,188,1,999,0,0,1
10955,31,4,1,4,0,1,1,1,0,0,282,1,999,0,0,0
10956,27,2,1,6,1,1,0,1,2,1,72,1,999,0,0,0
10957,39,6,1,3,1,1,0,0,0,1,134,3,999,0,0,0
10958,49,3,0,3,1,0,0,1,7,0,157,3,7,2,2,0
10959,41,6,1,1,0,0,0,0,0,1,120,1,999,0,0,0
10960,31,2,0,6,0,1,0,1,3,1,64,6,999,0,0,0
10961,31,3,0,2,1,0,0,0,0,3,176,2,999,0,0,0
10962,31,3,0,0,0,0,0,1,0,2,128,1,999,1,1,0
